bookID,title,authors,average_rating,publication_date,language_code,primary_author
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,2002-09-16,en-US,Orson Scott Card
10147,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,2003-09-01,eng,Arthur Conan Doyle
11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,4.49,2006-10-10,eng,Karen Kingsbury
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,4.49,2003-10-02,eng,Marcel Proust
25744,Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer/Ilan Stavans,4.49,2004-07-08,eng,Isaac Bashevis Singer
27550,Walking with the Wind: A Memoir of the Movement,John             Lewis/Michael D'Orso,4.49,1999-10-18,en-US,John             Lewis
32503,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,2003-11-03,eng,Michael Connelly
32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.49,1999-05-10,eng,Joseph Gallagher
32951,Sister Outsider: Essays and Speeches,Audre Lorde,4.49,1984-06-01,en-GB,Audre Lorde
34856,Lonesome Dove,Larry McMurtry,4.49,2000-11-10,eng,Larry McMurtry
5310,The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48,2006-09-19,eng,Don Rosa
13550,From Far Away  Vol. 13,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.48,2006-11-14,eng,Kyoko Hikawa
14345,Rain of Gold,Victor Villaseñor,4.48,1992-09-01,eng,Victor Villaseñor
15826,Bird Songs: Of North America,Les Beletsky/Jon L. Dunn,4.48,2006-09-28,eng,Les Beletsky
16374,The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,2000-11-01,eng,P.G. Wodehouse
18849,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.48,1982-09-30,eng,Virginia Woolf
19803,The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,William Manchester,4.48,1988-10-28,eng,William Manchester
21200,More Classic Italian Cooking,Marcella Hazan,4.48,1984-07-12,eng,Marcella Hazan
23809,The Silence of the Lambs and Red Dragon,Thomas  Harris,4.48,1991-11-01,eng,Thomas  Harris
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,2004-09-10,eng,David Baggett
36203,Sweet Rosie O'Grady,Joan Jonker,4.48,1997-03-13,eng,Joan Jonker
41363,For Keeps: 30 Years at the Movies,Pauline Kael,4.48,1996-09-01,eng,Pauline Kael
44972,Bob Marley - Songs of Freedom,Bob Marley,4.48,1995-12-01,eng,Bob Marley
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,1991-12-01,eng,Plato
2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47,1995-10-01,eng,Raymond Chandler
3581,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,1986-08-26,eng,Arthur Conan Doyle
5697,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,2005-08-18,eng,Anton Chekhov
7351,The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,4.47,2002-11-06,eng,Brian Sibley
9223,Teaching Classical Ballet,John               White,4.47,1996-04-20,eng,John               White
9498,Beauty: The Invisible Embrace,John O'Donohue,4.47,2005-03-01,en-US,John O'Donohue
10148,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,2003-10-01,eng,Arthur Conan Doyle
11565,The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne,4.47,2006-10-30,eng,Stephen King
12375,Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,4.47,2008-11-04,eng,Graydon Carter
15740,Seabiscuit: The Saga of a Great Champion,B.K. Beckwith/Howard Brodie/Grantland Rice,4.47,2004-08-01,eng,B.K. Beckwith
16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,1992-10-01,eng,J.R.R. Tolkien
17341,The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,4.47,2007-01-09,eng,C.S. Lewis
22423,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,2003-04-01,eng,Warren Ellis
23785,The Complete Plays,Anton Chekhov/Laurence Senelick,4.47,2006-01-03,eng,Anton Chekhov
25103,World's End (The Sandman  #8),Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,4.47,1999-07-16,eng,Neil Gaiman
33868,In Cahootz: Sequel to Hoodwinked,Quentin Carter,4.47,2006-10-01,eng,Quentin Carter
34318,Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré,4.47,1999-11-12,eng,J.K. Rowling
35578,The Beatles Complete - Updated Edition,The Beatles,4.47,1986-12-01,eng,The Beatles
35895,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,4.47,2005-08-01,eng,Robert Kanigher
38786,Juan Rulfo's Mexico,Juan Rulfo/Carlos Fuentes/Margo Glantz/Jorge Alberto Lozoya/Eduardo Rivero/Víctor Jiménez/E. Billeter,4.47,2002-08-17,eng,Juan Rulfo
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,2003-09-01,eng,Heidi Baker
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,2003-04-28,eng,Rolland Baker
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,2001-10-16,eng,Naguib Mahfouz
5931,The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4.46,2004-04-01,eng,Pablo Neruda
5937,Love,Pablo Neruda,4.46,1995-06-16,eng,Pablo Neruda
11436,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,4.46,2004-03-22,eng,Karen Kingsbury
13493,JoJo's Bizarre Adventure  Vol. 8 (Stardust Crusaders  #8),Hirohiko Araki,4.46,2007-08-07,eng,Hirohiko Araki
14981,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges/James E. Irby/Donald A. Yates/André Maurois,4.46,2000-09-28,eng,Jorge Luis Borges
22914,The Annotated Brothers Grimm,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,4.46,2004-09-17,eng,Jacob Grimm
23601,The J.R.R. Tolkien Companion and Guide  Volume 2: Reader's Guide,Wayne G. Hammond/Wayne G. Hammond,4.46,2006-11-02,eng,Wayne G. Hammond
25055,Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald/Hilary Knight,4.46,1995-06-15,eng,Betty MacDonald
29285,Make Way for McCloskey,Robert McCloskey/Leonard S. Marcus,4.46,2004-10-21,eng,Robert McCloskey
31067,Malcolm X Speaks: Selected Speeches and Statements,Malcolm X/George Breitman,4.46,1994-01-11,en-US,Malcolm X
32016,The Gospel According to Job,Mike Mason,4.46,2002-10-03,eng,Mike Mason
42300,A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,4.46,2004-01-06,eng,Donna Hill
1887,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45,1995-09-07,eng,Sue Birtwistle
2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,4.45,2002-10-15,eng,Raymond Chandler
3053,Alcoholics Anonymous,Alcoholics Anonymous,4.45,1993-08-01,eng,Alcoholics Anonymous
3055,Alcoholics Anonymous,Alcoholics Anonymous,4.45,2002-02-10,en-US,Alcoholics Anonymous
5289,Complete Works of Oscar Wilde,Oscar Wilde/Merlin Holland,4.45,2003-08-04,eng,Oscar Wilde
11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,4.45,2003-09-01,eng,Karen Kingsbury
13076,A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,Carl Hiaasen/Edward Asner,4.45,2000-01-04,eng,Carl Hiaasen
13383,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,4.45,2005-07-15,eng,Stuart McLean
13488,JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),Hirohiko Araki,4.45,2006-06-06,eng,Hirohiko Araki
13765,Red River  Vol. 15 (Red River  #15),Chie Shinohara,4.45,2006-11-01,eng,Chie Shinohara
13767,Red River  Vol. 16 (Red River  #16),Chie Shinohara,4.45,2007-01-01,eng,Chie Shinohara
13871,Magician: Apprentice (The Riftwar Saga  #1),Raymond E. Feist/Brett Booth,4.45,2006-06-29,eng,Raymond E. Feist
25033,Common Herbs for Natural Health,Juliette De Bairacli Levy/Heather  Wood,4.45,1996-04-11,eng,Juliette De Bairacli Levy
25106,Fables & Reflections (The Sandman  #6),Neil Gaiman/Bryan Talbot/Stan Woch/P. Craig Russell/Shawn McManus/John Watkiss/Jill Thompson/Duncan Eagleson/Kent Williams/Todd Klein,4.45,1999-03-10,eng,Neil Gaiman
25587,The Second World War,Winston S. Churchill/John Keegan,4.45,1986-05-09,eng,Winston S. Churchill
26779,Oswald Chambers  Abandoned to God: The Life Story of the Author of My Utmost for His Highest,David McCasland/Oswald Chambers,4.45,1998-09-01,eng,David McCasland
28631,The Munsters: A Trip Down Mockingbird Lane,Stephen Cox/Butch Patrick/Yvonne DeCarlo,4.45,2006-10-03,eng,Stephen Cox
30713,Ficciones,Jorge Luis Borges/John Sturrock/Anthony Kerringan,4.45,1993-05-25,eng,Jorge Luis Borges
32773,Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,4.45,1998-06-01,eng,David   Robbins
33489,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,4.45,2005-03-30,eng,Sandy Petersen
33497,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,4.45,2000-01-01,eng,Sandy Petersen
33577,The Collection: The Outsiders / Rumble Fish / That Was Then  This Is Now,S.E. Hinton,4.45,1995-06-01,eng,S.E. Hinton
37063,The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley/Dani Filth,4.45,2010-02-05,eng,Gavin Baddeley
38311,The Next Whole Earth Catalog: Access to Tools,Stewart Brand,4.45,1981-11-06,eng,Stewart Brand
38656,The Collected Works of C.S. Lewis,C.S. Lewis/Michael Hauge,4.45,1996-03-30,en-US,C.S. Lewis
38735,James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small,James Herriot/Ruth Brown/Peter Barrett,4.45,1992-09-01,eng,James Herriot
40174,Herzog on Herzog,Paul Cronin,4.45,2003-07-09,eng,Paul Cronin
40326,More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,4.45,2007-04-03,en-US,Janet Evanovich
42355,God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,4.45,2000-11-01,eng,Roberts Liardon
42900,Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,4.45,2006-09-05,eng,J.R. Ward
43536,Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden/Steve Jamison,4.45,1997-04-22,eng,John Wooden
43713,Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson/Gerald Jay Sussman/Julie Sussman,4.45,1996-07-25,en-US,Harold Abelson
43915,Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist/Michael Avon Oeming/Bryan J.L. Glass/Ryan Stegman,4.45,2007-05-30,eng,Raymond E. Feist
44067,Full Woman  Fleshly Apple  Hot Moon: Selected Poems,Pablo Neruda/Stephen Mitchell,4.45,1998-02-11,eng,Pablo Neruda
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,1994-02-01,eng,Reduced Shakespeare Company
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,2003-09-09,en-US,Gary Paulsen
4824,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.44,2003-10-23,eng,Lerone Bennett Jr.
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,1984-05-01,en-US,Lerone Bennett Jr.
4943,Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,2005-10-01,eng,Peter Menzel
6163,The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,4.44,1999-09-28,eng,Cormac McCarthy
10965,A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,4.44,2006-08-29,eng,Diana Gabaldon
10980,Novels 1942–1954: Go Down  Moses / Intruder in the Dust / Requiem for a Nun / A Fable,William Faulkner/Noel Polk/Joseph Blotner,4.44,1994-10-01,eng,William Faulkner
11427,Found (Firstborn  #3),Karen Kingsbury,4.44,2006-08-01,eng,Karen Kingsbury
11566,The Green Mile,Stephen King,4.44,1996-09-01,eng,Stephen King
13764,Red River  Vol. 14 (Red River  #14),Chie Shinohara,4.44,2006-09-12,eng,Chie Shinohara
13769,Red River  Vol. 17 (Red River  #17),Chie Shinohara,4.44,2007-04-10,eng,Chie Shinohara
15241,The Two Towers (The Lord of the Rings  #2),J.R.R. Tolkien/Peter S. Beagle,4.44,2003-09-05,eng,J.R.R. Tolkien
16268,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,4.44,1991-11-26,eng,Armistead Maupin
22425,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,2003-12-01,eng,Warren Ellis
23504,The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,4.44,2006-10-17,eng,Hiromu Arakawa
24565,The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman/John Cleese/Terry Gilliam/Eric Idle/Terry Jones/Michael Palin,4.44,1989-11-12,eng,Graham Chapman
24597,Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),Library Company of Philadelphia,4.44,2006-10-23,eng,Library Company of Philadelphia
25099,The Doll's House (The Sandman  #2),Neil Gaiman/Steve Parkhouse/Chris Bachalo/Michael Zulli/Mike Dringenberg/Malcolm Jones III/Todd Klein/Clive Barker,4.44,1999-03-10,eng,Neil Gaiman
29841,New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium,Robert A.M. Stern/David Fishman/Jacob Tilove,4.44,2006-11-01,eng,Robert A.M. Stern
30602,The Art of the Hunchback of Notre Dame,Stephen Rebello/Walt Disney Company,4.44,1997-11-21,eng,Stephen Rebello
30734,The Complete Works,Michel de Montaigne/Donald M. Frame,4.44,2003-04-29,eng,Michel de Montaigne
32768,At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,4.44,1985-12-01,eng,H.P. Lovecraft
32774,At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,4.44,2002-06-17,eng,H.P. Lovecraft
34187,The Brooklyn Bridge (Wonders of the World),Elizabeth Mann/Alan Witschonke,4.44,2006-09-12,eng,Elizabeth Mann
36681,Drop The Rock: Removing Character Defects - Steps Six and Seven,Bill Pittman/Todd W. Hall/Sara S./Todd W.,4.44,2005-02-11,en-US,Bill Pittman
39418,Standard Catalog of Smith & Wesson,Jim Supica/Richard Nahas,4.44,2007-01-01,en-US,Jim Supica
44186,The Monster at the End of this Book,Jon Stone/Michael J. Smollin,4.44,2004-05-11,eng,Jon Stone
44246,Stars in Their Courses: The Gettysburg Campaign  June-July 1863,Shelby Foote,4.44,1994-06-28,eng,Shelby Foote
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,1992-08-01,eng,Euripides
3579,The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,1998-10-06,eng,L.M. Montgomery
5322,The Christmas Story,Jane Werner Watson/Eloise Wilkin,4.43,2000-08-01,en-US,Jane Werner Watson
6329,Roald Dahl Treasury,Roald Dahl,4.43,2003-09-15,eng,Roald Dahl
10205,Poems New and Collected,Wisława Szymborska/Clare Cavanagh,4.43,2000-11-16,eng,Wisława Szymborska
11428,Forever (Firstborn  #5),Karen Kingsbury,4.43,2007-02-22,eng,Karen Kingsbury
12401,Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,4.43,2002-08-01,en-US,Paul Robert Magocsi
12579,Eudora Welty: Photographs,Eudora Welty/Reynolds Price,4.43,1993-10-21,eng,Eudora Welty
13549,From Far Away  Vol. 12,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.43,2006-09-12,eng,Kyoko Hikawa
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,2005-10-10,eng,Tsugumi Ohba
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,2006-01-03,eng,Tsugumi Ohba
13619,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,2005-11-01,eng,Tsugumi Ohba
13621,Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.43,2006-09-05,eng,Tsugumi Ohba
14403,The Story of Ruby Bridges,Robert Coles/George Ford,4.43,2004-06-01,eng,Robert Coles
14472,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,4.43,2012-12-26,eng,Peggy Parish
16566,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,4.43,2000-11-01,eng,Jorge Luis Borges
17683,Dead Beat (The Dresden Files  #7),Jim Butcher,4.43,2006-01-01,eng,Jim Butcher
18419,The Kissing Hand,Audrey Penn/Ruth E. Harper/Nancy M. Leak,4.43,1993-10-15,en-GB,Audrey Penn
18817,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,4.43,1987-01-21,eng,Joseph Frank
18867,The Art of Maurice Sendak,Selma G. Lanes,4.43,1998-09-01,eng,Selma G. Lanes
18874,The Poet  the Warrior  the Prophet,Rubem A. Alves,4.43,2002-09-28,eng,Rubem A. Alves
18957,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,4.43,1998-06-15,eng,David Simon
19082,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,1984-09-01,eng,Aristotle
19787,The Goon Show: Moriarty Where Are You?,NOT A BOOK,4.43,2005-03-30,eng,NOT A BOOK
19807,The Glory and the Dream: A Narrative History of America 1932-72,William Manchester,4.43,1984-07-01,eng,William Manchester
22994,Selected Verse,Federico García Lorca/Christopher Maurer,4.43,2004-06-09,eng,Federico García Lorca
25102,A Game of You (The Sandman  #5),Neil Gaiman/Shawn McManus/Colleen Doran/Bryan Talbot/George Pratt/Stan Woch/Dick Giordano/Todd Klein,4.43,1999-03-10,eng,Neil Gaiman
30635,C. S. Lewis: Life  Works  and Legacy,Bruce L. Edwards/Diana Pavlac Glyer,4.43,2007-04-30,eng,Bruce L. Edwards
31114,Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,4.43,2006-12-21,eng,Patricia Justine Tumang
31384,Loving God with All Your Mind,Elizabeth George,4.43,2005-01-01,en-US,Elizabeth George
35332,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,4.43,2003-01-01,eng,Karen Kingsbury
35514,Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,4.43,2003-05-16,eng,Joseph Campbell
37027,Hoodwinked,Quentin Carter,4.43,2005-09-01,en-US,Quentin Carter
39660,The Shawshank Redemption,Mark Kermode/Rob White,4.43,2003-08-26,eng,Mark Kermode
42389,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,4.43,2002-09-01,eng,Stephen E. Ambrose
42811,PS I Love You Baby Collection,Lynda Milligan/Nancy J. Smith,4.43,1990-12-31,en-US,Lynda Milligan
44350,Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,2004-07-06,en-US,Francesca Lia Block
4,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,4.42,2003-11-01,eng,J.K. Rowling
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,1982-06-01,eng,John McPhee
1305,Gates of Fire,Steven Pressfield,4.42,2005-09-27,eng,Steven Pressfield
1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,1977-01-01,eng,Ovid
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,2009-10-06,eng,Kahlil Gibran
2879,Bleach  Volume 15,Tite Kubo,4.42,2006-10-03,eng,Tite Kubo
4106,Blink 182,Anne Hoppus,4.42,2001-12-01,eng,Anne Hoppus
4723,Trimalchio,F. Scott Fitzgerald/James L.W. West III,4.42,2002-04-25,eng,F. Scott Fitzgerald
6343,Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,4.42,2004-10-01,eng,Eva Brann
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,4.42,2003-10-14,eng,Dr. Seuss
9444,The Complete Collected Poems,Maya Angelou,4.42,1994-09-13,eng,Maya Angelou
10208,Miracle Fair: Selected Poems,Wisława Szymborska/Joanna Trzeciak/Czesław Miłosz,4.42,2002-11-17,eng,Wisława Szymborska
10976,Novels  1926-1929,William Faulkner/Noel Polk/Joseph Blotner,4.42,2006-04-06,eng,William Faulkner
11426,Family (Firstborn  #4),Karen Kingsbury,4.42,2006-10-01,eng,Karen Kingsbury
